0,49
0,24
0,179
0,192
0,108
0,148
0,55
0,15
0,82
0,134
0,159
0,9
0,137
0,152
0,149
0,109
0,36
0,103
0,93
0,63
0,60
0,69
0,174
0,70
0,131
0,85
0,178
0,6
0,84
0,129
0,132
0,172
0,176
0,104
0,50
0,187
0,114
0,162
0,26
0,89
0,94
0,126
0,54
0,52
0,68
0,195
0,14
0,153
0,71
0,193
0,140
0,146
0,182
0,156
0,185
1,83
1,46
1,34
1,93
1,134
1,39
1,32
1,72
1,17
1,64
1,131
1,81
1,58
1,121
1,178
1,47
1,163
1,110
1,1
1,54
1,91
1,19
1,174
1,125
1,28
1,186
1,154
1,142
1,185
1,127
1,133
1,115
1,63
1,43
1,75
1,129
1,20
1,171
1,80
1,137
1,97
1,78
1,169
1,12
1,168
1,86
1,160
1,41
1,108
1,152
1,190
1,183
1,179
2,151
2,100
2,164
2,44
2,108
2,56
2,126
2,32
2,161
2,150
2,86
2,170
2,49
2,46
2,165
2,157
2,98
2,199
2,195
2,189
2,193
2,43
2,166
2,88
2,75
2,92
2,69
2,116
2,113
2,158
2,197
2,59
2,145
2,64
2,140
2,169
2,31
2,152
2,13
2,192
2,71
2,7
2,74
2,97
2,51
2,125
2,39
2,130
2,178
2,136
3,8
3,84
3,72
3,53
3,57
3,179
3,7
3,138
3,125
3,11
3,25
3,71
3,82
3,98
3,34
3,78
3,74
3,61
3,19
3,144
3,49
3,64
3,117
3,46
3,189
3,132
3,197
3,185
3,116
3,158
3,153
3,167
3,182
3,110
3,149
3,140
3,80
3,3
3,199
3,154
3,42
3,54
3,151
3,68
3,186
3,192
3,178
3,20
3,58
3,43
4,9
4,166
4,67
4,143
4,95
4,37
4,173
4,46
4,165
4,193
4,154
4,74
4,137
4,18
4,186
4,183
4,36
4,81
4,64
4,90
4,158
4,53
4,148
4,38
4,56
4,194
4,135
4,99
4,78
4,184
4,120
4,31
4,32
4,21
4,163
4,47
4,172
4,126
4,70
4,4
4,141
4,146
4,79
4,159
4,80
4,63
5,171
5,169
5,102
5,57
5,168
5,160
5,197
5,117
5,120
5,43
5,108
5,155
5,150
5,129
5,131
5,147
5,118
5,62
5,174
5,90
5,97
5,151
5,154
5,188
5,185
5,178
5,161
5,103
5,159
5,81
5,198
5,11
5,41
5,109
5,3
5,104
5,137
5,67
5,51
5,29
5,37
5,87
5,28
5,94
5,88
5,34
5,194
5,20
5,149
5,133
5,25
5,119
5,105
5,18
5,114
5,83
6,174
6,79
6,159
6,6
6,114
6,165
6,151
6,99
6,72
6,33
6,178
6,169
6,118
6,106
6,47
6,7
6,199
6,88
6,78
6,196
6,37
6,142
6,120
6,3
6,189
6,193
6,132
6,63
6,190
6,71
6,43
6,113
6,187
6,135
6,69
6,197
6,58
6,19
6,49
6,141
6,67
6,52
6,191
6,112
6,90
6,68
6,24
6,167
6,45
6,115
6,105
6,121
6,184
7,108
7,75
7,151
7,64
7,162
7,188
7,140
7,98
7,7
7,90
7,9
7,4
7,73
7,34
7,123
7,104
7,76
7,135
7,133
7,156
7,52
7,144
7,185
7,17
7,59
7,195
7,80
7,114
7,48
7,174
7,141
7,43
7,58
7,83
7,82
7,134
7,169
7,111
7,121
7,127
7,125
7,167
7,154
7,85
7,126
7,87
7,103
7,131
7,18
7,158
7,57
7,119
7,97
7,116
7,159
7,66
8,114
8,113
8,7
8,75
8,106
8,171
8,116
8,90
8,172
8,84
8,28
8,73
8,198
8,100
8,24
8,176
8,199
8,53
8,154
8,35
8,16
8,105
8,23
8,177
8,60
8,191
8,183
8,108
8,112
8,41
8,29
8,12
8,64
8,146
8,147
8,63
8,36
8,76
8,70
8,68
8,102
8,104
8,56
8,47
8,140
8,139
8,169
8,50
8,44
8,4
8,96
8,1
8,82
8,37
8,54
8,162
8,52
8,59
8,132
9,42
9,103
9,3
9,79
9,23
9,83
9,122
9,19
9,176
9,139
9,132
9,118
9,192
9,173
9,170
9,77
9,32
9,9
9,82
9,38
9,56
9,47
9,70
9,147
9,60
9,162
9,18
9,166
9,175
9,26
9,156
9,131
9,199
9,102
9,33
9,51
9,39
9,4
9,98
9,140
9,146
9,185
9,6
9,191
9,61
9,148
9,133
9,80
9,53
9,66
9,196
9,55
9,198
9,44
9,167
9,45
9,64
9,93
9,157
9,138
9,17
9,73
9,101
9,76
9,49
9,91
9,87
9,180
9,75
9,78
10,62
10,3
10,126
10,140
10,191
10,22
10,56
10,130
10,38
10,72
10,185
10,9
10,135
10,12
10,110
10,166
10,24
10,81
10,188
10,198
10,35
10,63
10,11
10,170
10,162
10,41
10,178
10,6
10,65
10,128
10,138
10,31
10,169
10,25
10,75
10,5
10,180
10,199
10,181
10,168
10,161
10,173
10,112
10,70
10,117
10,115
10,85
10,52
10,102
10,29
10,136
10,111
10,18
10,71
10,68
10,151
10,193
10,125
10,142
11,91
11,179
11,22
11,135
11,141
11,165
